====================================================================================================
COMPREHENSIVE CLASSIFICATION REPORT
Frequency Domain CNN - Fruits-360 Dataset (6-channel: Magnitude + 1 Phase Component)
====================================================================================================

OVERALL METRICS:
----------------------------------------------------------------------------------------------------
Overall Accuracy:           0.819520 (81.9520%)
Cohen's Kappa Score:        0.818634
Total Test Samples:         39212
Number of Classes:          225
Correctly Classified:       32135
Misclassified:              7077

====================================================================================================
PER-CLASS METRICS:
====================================================================================================

Class Name                     Precision    Recall       F1-Score     Sensitivity   Specificity   Error Rate   Support   
113        Apple 10                       Apple 10                       CORRECT ✓      
114        Apple 10                       Apple 10                       CORRECT ✓      
115        Apple 10                       Apple 10                       CORRECT ✓      
116        Apple 10                       Apple 10                       CORRECT ✓      
117        Apple 10                       Apple 10                       CORRECT ✓      
118        Apple 10                       Apple hit 1                    INCORRECT ✗    
119        Apple 10                       Apple 10                       CORRECT ✓      
120        Apple 10                       Apple 10                       CORRECT ✓      
121        Apple 10                       Apple 10                       CORRECT ✓      
122        Apple 10                       Apple 10                       CORRECT ✓      
123        Apple 10                       Apple 10                       CORRECT ✓      
124        Apple 10                       Apple 10                       CORRECT ✓      
125        Apple 10                       Apple 10                       CORRECT ✓      
126        Apple 10                       Apple 10                       CORRECT ✓      
127        Apple 10                       Apple 10                       CORRECT ✓      
128        Apple 10                       Apple 10                       CORRECT ✓      
129        Apple 10                       Apple 10                       CORRECT ✓      
130        Apple 10                       Apple 7                        INCORRECT ✗    
131        Apple 10                       Apple 10                       CORRECT ✓      
132        Apple 10                       Apple 10                       CORRECT ✓      
133        Apple 10                       Apple 10                       CORRECT ✓      
134        Apple 10                       Apple 10                       CORRECT ✓      
135        Apple 10                       Apple 10                       CORRECT ✓      
136        Apple 10                       Apple 10                       CORRECT ✓      
137        Apple 10                       Apple 10                       CORRECT ✓      
138        Apple 10                       Apple 10                       CORRECT ✓      
139        Apple 10                       Apple 10                       CORRECT ✓      
140        Apple 10                       Apple 10                       CORRECT ✓      
141        Apple 10                       Apple 10                       CORRECT ✓      
142        Apple 10                       Apple 10                       CORRECT ✓      
143        Apple 10                       Apple 10                       CORRECT ✓      
144        Apple 10                       Apple 10                       CORRECT ✓      
145        Apple 10                       Apple 10                       CORRECT ✓      
146        Apple 10                       Apple 10                       CORRECT ✓      
147        Apple 10                       Apple 10                       CORRECT ✓      
148        Apple 10                       Apple 10                       CORRECT ✓      
149        Apple 10                       Apple 10                       CORRECT ✓      
150        Apple 10                       Apple hit 1                    INCORRECT ✗    
151        Apple 10                       Apple 10                       CORRECT ✓      
152        Apple 10                       Apple 10                       CORRECT ✓      
153        Apple 10                       Apple 10                       CORRECT ✓      
154        Apple 10                       Apple 10                       CORRECT ✓      
155        Apple 10                       Apple 10                       CORRECT ✓      
156        Apple 10                       Apple 10                       CORRECT ✓      
157        Apple 10                       Apple 10                       CORRECT ✓      
158        Apple 10                       Apple 10                       CORRECT ✓      
159        Apple 10                       Apple 10                       CORRECT ✓      
160        Apple 10                       Apple 10                       CORRECT ✓      
161        Apple 10                       Apple 10                       CORRECT ✓      
162        Apple 10                       Apple 10                       CORRECT ✓      
163        Apple 10                       Apple 10                       CORRECT ✓      
164        Apple 10                       Apple 10                       CORRECT ✓      
165        Apple 10                       Apple 10                       CORRECT ✓      
166        Apple 10                       Apple 10                       CORRECT ✓      
167        Apple 10                       Apple 10                       CORRECT ✓      
168        Apple 10                       Apple 10                       CORRECT ✓      
169        Apple 10                       Apple 10                       CORRECT ✓      
170        Apple 10                       Apple 10                       CORRECT ✓      
171        Apple 10                       Apple 10                       CORRECT ✓      
172        Apple 10                       Apple 10                       CORRECT ✓      
173        Apple 10                       Apple 10                       CORRECT ✓      
174        Apple 10                       Apple 10                       CORRECT ✓      
175        Apple 10                       Apple 10                       CORRECT ✓      
176        Apple 10                       Apple 10                       CORRECT ✓      
177        Apple 10                       Apple 10                       CORRECT ✓      
